cid,iupac_name
92,3-ethenyl-6-[hydroxy-(6-methoxyquinolin-4-yl)methyl]-1-azabicyclo[2.2.2]octan-3-ol
93,3-oxohexanedioic acid
94,"6-[2-[3-[[4-[[[5-(6-aminopurin-9-yl)-4-hydroxy-3-phosphonooxyoxolan-2-yl]methoxy-hydroxyphosphoryl]oxy-hydroxyphosphoryl]oxy-2-hydroxy-3,3-dimethylbutanoyl]amino]propanoylamino]ethylsulfanyl]-4,6-dioxohexanoic acid"
95,"2,4,5,6-tetrahydroxy-3-oxohexanoic acid"
96,3-oxobutanoic acid
97,"3,5-dihydroxy-2-(hydroxymethyl)-6-[4,5,6-trihydroxy-2-(hydroxymethyl)oxan-3-yl]oxyoxan-4-one"
98,2-oxo-3-sulfanylpropanoic acid
99,"S-[2-[3-[[4-[[[5-(6-aminopurin-9-yl)-4-hydroxy-3-phosphonooxyoxolan-2-yl]methoxy-hydroxyphosphoryl]oxy-hydroxyphosphoryl]oxy-2-hydroxy-3,3-dimethylbutanoyl]amino]propanoylamino]ethyl] 3-methylbut-2-enethioate"
100,"4-hydroxy-3-(3,7,11,15,19,23,27,31-octamethyldotriaconta-2,6,10,14,18,22,26,30-octaenyl)benzoic acid"
101,3-hydroxybenzaldehyde
102,3-(hydroxymethyl)phenol
103,"S-[2-[3-[[4-[[[5-(6-aminopurin-9-yl)-4-hydroxy-3-phosphonooxyoxolan-2-yl]methoxy-hydroxyphosphoryl]oxy-hydroxyphosphoryl]oxy-2-hydroxy-3,3-dimethylbutanoyl]amino]propanoylamino]ethyl] 4-(7,12-dihydroxy-10,13-dimethyl-3-oxo-1,2,4,5,6,7,8,9,11,12,14,15,16,17-tetradecahydrocyclopenta[a]phenanthren-17-yl)pentanethioate"
104,2-(2-oxo-3H-furan-5-yl)acetic acid
105,2-oxo-3-phosphonooxypropanoic acid
106,2-amino-3-phosphonooxypropanoic acid
107,3-phenylpropanoic acid
108,2-pyridin-3-ylacetic acid
109,2-amino-3-sulfinopropanoic acid
110,2-oxo-3-sulfinopropanoic acid
111,3-(carbamoylamino)propanoic acid
112,3-hydroxy-2-oxo-4-phosphonooxybutanoate
113,3-hydroxy-2-oxo-4-phosphonooxybutanoic acid
114,4-pyridin-3-ylbutanoic acid
115,"(5-amino-3,4-dihydroxyoxan-2-yl) dihydrogen phosphate"
116,"4-amino-3-(1-carboxyethenoxy)cyclohexa-1,5-diene-1-carboxylic acid"
117,4-amino-1H-imidazole-5-carboxylic acid
118,4-aminobutanal
119,4-aminobutanoic acid
120,2-(5-oxofuran-2-ylidene)acetic acid
121,"[[5-(4-amino-2-oxopyrimidin-1-yl)-3,4-dihydroxyoxolan-2-yl]methoxy-hydroxyphosphoryl] (2,3,4-trihydroxy-3-methylbutyl) hydrogen phosphate"
122,"4,6-dioxooct-2-enedioic acid"
123,4-(diaminomethylideneamino)butanamide
124,4-hydroxy-2-oxopentanoic acid
125,4-(hydroxymethyl)phenol
126,4-hydroxybenzaldehyde
127,2-(4-hydroxyphenyl)acetic acid
128,"3-(5-oxo-1,4-dihydroimidazol-4-yl)propanoic acid"
129,4-methylpentanal
130,"2-hydroxy-4-oxobutane-1,2,4-tricarboxylic acid"
131,"3-[(2-hydroxy-3,3-dimethyl-4-phosphonooxybutanoyl)amino]propanoic acid"
132,"2-[3-[(2-hydroxy-3,3-dimethyl-4-phosphonooxybutanoyl)amino]propanoylamino]-3-sulfanylpropanoic acid"
133,trimethyl(4-oxobutyl)azanium
134,3-carboxypropyl(trimethyl)azanium
135,4-hydroxybenzoic acid
136,"2-[[4-(3-amino-1-oxo-5,6,6a,7-tetrahydro-4H-imidazo[1,5-f]pteridin-10-ium-8-yl)benzoyl]amino]pentanedioic acid"
137,5-amino-4-oxopentanoic acid
138,5-aminopentanoic acid
139,"10,13-dimethyl-17-(6-methylheptan-2-yl)-2,3,4,5,6,7,8,9,11,12,14,15,16,17-tetradecahydro-1H-cyclopenta[a]phenanthrene-3,7,12-triol"
140,"17-(7-hydroxy-6-methylheptan-2-yl)-10,13-dimethyl-2,3,4,5,6,7,8,9,11,12,14,15,16,17-tetradecahydro-1H-cyclopenta[a]phenanthrene-3,7,12-triol"
141,"(3,4-dihydroxy-5-oxooxan-2-yl) [[5-(2,4-dioxopyrimidin-1-yl)-3,4-dihydroxyoxolan-2-yl]methoxy-hydroxyphosphoryl] hydrogen phosphate"
142,"2-(6-aminopurin-9-yl)-5-methyloxolane-3,4-diol"
143,"2-[[4-[(2-amino-5-formyl-4-oxo-1,6,7,8-tetrahydropteridin-6-yl)methylamino]benzoyl]amino]pentanedioic acid"
144,2-amino-3-(5-hydroxy-1H-indol-3-yl)propanoic acid
145,"2,3-dihydroxy-5-oxohexanedioic acid"
146,"2-[[4-[(2-amino-5-methyl-4-oxo-1,6,7,8-tetrahydropteridin-6-yl)methylamino]benzoyl]amino]pentanedioic acid"
147,"1-[3,4-dihydroxy-5-(hydroxymethyl)oxolan-2-yl]-5-(methylaminomethyl)-2-selanylpyrimidin-4-one"
148,"1-[3,4-dihydroxy-5-(hydroxymethyl)oxolan-2-yl]-5-(methylaminomethyl)-2-sulfanylpyrimidin-4-one"
149,"2-(6-aminopurin-9-yl)-5-(methylsulfanylmethyl)oxolane-3,4-diol"
150,"(5-amino-3,4-dihydroxyoxolan-2-yl)methyl dihydrogen phosphate"
151,"[5-[(2-formamidoacetyl)amino]-3,4-dihydroxyoxolan-2-yl]methyl dihydrogen phosphate"
152,"[5-[(2-aminoacetyl)amino]-3,4-dihydroxyoxolan-2-yl]methyl dihydrogen phosphate"
153,"[5-(5-aminoimidazol-1-yl)-3,4-dihydroxyoxolan-2-yl]methyl dihydrogen phosphate"
154,"[5-[(1-amino-2-formamidoethylidene)amino]-3,4-dihydroxyoxolan-2-yl]methyl dihydrogen phosphate"
155,4-(carbamoylamino)-1H-imidazole-5-carboxylic acid
156,"5,6,7,8-tetrahydropteridine"
157,"2,3,4,6-tetrahydroxy-5-oxohexanoic acid"
158,7-[3-hydroxy-2-(3-hydroxyoct-1-enyl)-5-oxocyclopentyl]hept-5-enoic acid
159,"5-[5-hydroxy-4-(3-hydroxyoct-1-enyl)-3,3a,4,5,6,6a-hexahydrocyclopenta[b]furan-2-ylidene]pentanoic acid"
160,"7-[3,5-dihydroxy-2-(3-hydroxyoct-1-enyl)cyclopentyl]hept-5-enoic acid"
161,"[[3-(2-amino-4-oxo-4a,7,8,8a-tetrahydro-3H-pteridin-6-yl)-2,3-dihydroxypropoxy]-hydroxyphosphoryl] phosphono hydrogen phosphate"
162,"6-amino-3,3-dimethyl-7-oxo-4-thia-1-azabicyclo[3.2.0]heptane-2-carboxylic acid"
163,"7-[2-[3-[[4-[[[5-(6-aminopurin-9-yl)-4-hydroxy-3-phosphonooxyoxolan-2-yl]methoxy-hydroxyphosphoryl]oxy-hydroxyphosphoryl]oxy-2-hydroxy-3,3-dimethylbutanoyl]amino]propanoylamino]ethylsulfanyl]-7-oxoheptanoic acid"
164,2-amino-6-diazo-5-oxohexanoic acid
165,"5-amino-2,6-dihydroxy-6-oxohex-1-ene-1-diazonium"
166,"1-(2-amino-4-oxo-4a,5,6,7,8,8a-hexahydro-3H-pteridin-6-yl)propane-1,2-dione"
167,"6,7-dihydropteridine"
168,"[3,4,5-trihydroxy-6-[4,5,6-trihydroxy-2-(hydroxymethyl)oxan-3-yl]oxyoxan-2-yl]methyl dihydrogen phosphate"
169,"5,12-dihydroxyicosa-6,8,10,14-tetraenoic acid"
170,"4-[(2-amino-4-oxo-7,8-dihydro-1H-pteridin-6-yl)methylamino]benzoic acid"
171,"2-amino-5-(aminomethyl)-1,7-dihydropyrrolo[2,3-d]pyrimidin-4-one"
172,"10,13-dimethyl-17-(6-methylheptan-2-yl)-2,3,4,9,11,12,14,15,16,17-decahydro-1H-cyclopenta[a]phenanthren-3-ol"
173,8-amino-7-oxononanoic acid
174,"ethane-1,2-diol"
175,acetate
176,acetic acid
177,acetaldehyde
178,acetamide
179,3-hydroxybutan-2-one
180,propan-2-one
181,"S-[2-[3-[[4-[[[5-(6-aminopurin-9-yl)-4-hydroxy-3-phosphonooxyoxolan-2-yl]methoxy-hydroxyphosphoryl]oxy-hydroxyphosphoryl]oxy-2-hydroxy-3,3-dimethylbutanoyl]amino]propanoylamino]ethyl] ethanethioate"
182,"[3-acetamido-4,5-dihydroxy-6-(hydroxymethyl)oxan-2-yl] [hydroxy(3,7,11,15,19,23,27,31,35,39,43-undecamethyltetratetraconta-2,6,10,14,18,22,26,30,34,38,42-undecaenoxy)phosphoryl] hydrogen phosphate"
183,"[3-acetamido-5-[3-acetamido-4,5-dihydroxy-6-(hydroxymethyl)oxan-2-yl]oxy-4-hydroxy-6-(hydroxymethyl)oxan-2-yl] [hydroxy(3,7,11,15,19,23,27,31,35,39,43-undecamethyltetratetraconta-2,6,10,14,18,22,26,30,34,38,42-undecaenoxy)phosphoryl] hydrogen phosphate"
184,"4-[[3-acetamido-4,5-dihydroxy-6-(hydroxymethyl)oxan-2-yl]amino]-2-amino-4-oxobutanoic acid"
185,2-acetamidopentanedioic acid
186,phosphono acetate
187,2-acetyloxyethyl(trimethyl)azanium
188,"[3,4-dihydroxy-6-(hydroxymethyl)-5-[3,4,5-trihydroxy-6-(hydroxymethyl)oxan-2-yl]oxyoxan-2-yl] acetate"
189,3-acetyloxy-2-aminopropanoic acid
190,7H-purin-6-amine
191,"2-(6-aminopurin-9-yl)-5-(hydroxymethyl)oxolane-3,4-diol"
192,"[[5-(6-aminopurin-9-yl)-3,4-dihydroxyoxolan-2-yl]methoxy-hydroxyphosphoryl] (3,4,5-trihydroxyoxolan-2-yl)methyl hydrogen phosphate"
193,"2-amino-4-[[5-(6-aminopurin-9-yl)-3,4-dihydroxyoxolan-2-yl]methylsulfanyl]butanoic acid"
194,"[[5-(6-aminopurin-9-yl)-3,4-dihydroxyoxolan-2-yl]methoxy-hydroxyphosphoryl] [[[5-(6-aminopurin-9-yl)-3,4-dihydroxyoxolan-2-yl]methoxy-hydroxyphosphoryl]oxy-hydroxyphosphoryl] hydrogen phosphate"
195,"2-[[9-[3,4-dihydroxy-5-(phosphonooxymethyl)oxolan-2-yl]purin-6-yl]amino]butanedioic acid"
196,hexanedioic acid
197,"[5-(6-aminopurin-9-yl)-3,4-dihydroxyoxolan-2-yl]methyl phosphono hydrogen phosphate"
198,"[[5-(6-aminopurin-9-yl)-3,4-dihydroxyoxolan-2-yl]methoxy-hydroxyphosphoryl] [3,4,5-trihydroxy-6-(hydroxymethyl)oxan-2-yl] hydrogen phosphate"
199,2-(4-aminobutyl)guanidine
200,"[5-(5-amino-4-carbamoylimidazol-1-yl)-3,4-dihydroxyoxolan-2-yl]methyl dihydrogen phosphate"
201,"3,7,11,15,19,23,27-heptamethyloctacosa-2,6,10,14,18,22,26-heptaenyl phosphono hydrogen phosphate"
202,"3,7,11,15,19,23-hexamethyltetracosa-2,6,10,14,18,22-hexaenyl phosphono hydrogen phosphate"
203,"2,2-bis(carbamoylamino)acetic acid"
204,"(2,5-dioxoimidazolidin-4-yl)urea"
205,2-amino-3-hydroxybutanoic acid
206,"6-(hydroxymethyl)oxane-2,3,4,5-tetrol"
207,2-amino-6-oxohexanoic acid
208,"(3,4,5,6-tetrahydroxyoxan-2-yl)methyl dihydrogen phosphate"
209,"5-acetamido-2-[2-[5-acetamido-6-[5-acetamido-6-[(3-acetamido-4-amino-4-oxobutanoyl)amino]-4-hydroxy-2-(hydroxymethyl)oxan-3-yl]oxy-4-hydroxy-2-(hydroxymethyl)oxan-3-yl]oxy-3,5-dihydroxy-6-(hydroxymethyl)oxan-4-yl]oxy-4-hydroxy-6-(1,2,3-trihydroxypropyl)oxane-2-carboxylic acid"
210,"5-acetamido-2-[[6-[5-acetamido-4,6-dihydroxy-2-(hydroxymethyl)oxan-3-yl]oxy-3,4,5-trihydroxyoxan-2-yl]methoxy]-4-hydroxy-6-(1,2,3-trihydroxypropyl)oxane-2-carboxylic acid"
211,"2-(5,6-dimethylbenzimidazol-1-yl)-5-(hydroxymethyl)oxolane-3,4-diol"
212,"[5-(5,6-dimethylbenzimidazol-1-yl)-3,4-dihydroxyoxolan-2-yl]methyl dihydrogen phosphate"
213,"7-[3-(3-hydroxyoct-1-enyl)-2,6-dioxabicyclo[3.1.1]heptan-4-yl]hept-5-enoic acid"
214,7-[3-hydroxy-2-(3-hydroxyoct-1-enyl)-5-oxocyclopentyl]heptanoic acid
215,1-aminopropan-2-one
216,(4-amino-2-methylpyrimidin-5-yl)methyl dihydrogen phosphate
217,(4-amino-2-methylpyrimidin-5-yl)methyl phosphono hydrogen phosphate
218,"2-amino-6-(hydroxymethyl)-7,8-dihydro-1H-pteridin-4-one"
219,2-amino-3-oxobutanoic acid
220,4-diethoxyphosphinothioyloxyaniline
221,"5-amino-6-(2,3,4,5-tetrahydroxypentylamino)-1H-pyrimidine-2,4-dione"
222,azane
223,azanium
224,"[5-(6-aminopurin-9-yl)-3,4-dihydroxyoxolan-2-yl]methyl dihydrogen phosphate"
225,"3-hydroxy-10,13-dimethyl-1,2,3,4,5,6,7,8,9,11,12,14,15,16-tetradecahydrocyclopenta[a]phenanthren-17-one"
226,amino(phosphanyl)methanol
227,2-aminobenzoic acid
228,"[5-(6-aminopurin-9-yl)-3,4-dihydroxyoxolan-2-yl]methyl sulfo hydrogen phosphate"
229,"oxane-2,3,4,5-tetrol"
230,"(2,3,4-trihydroxy-5-oxopentyl) dihydrogen phosphate"
231,"icosa-5,8,11,14-tetraenoic acid"
232,2-amino-5-(diaminomethylideneamino)pentanoic acid
233,hydrogen arsorate
234,arsoric acid
235,"2-(1,2-dihydroxyethyl)-4,5-dihydroxyfuran-3-one"
236,"2,4-diamino-4-oxobutanoic acid"
237,"4-N-(6-chloro-2-methoxyacridin-9-yl)-1-N,1-N-diethylpentane-1,4-diamine"
238,"[[5-(6-aminopurin-9-yl)-3,4-dihydroxyoxolan-2-yl]methoxy-hydroxyphosphoryl] phosphono hydrogen phosphate"
239,3-aminopropanoic acid
240,benzaldehyde
241,benzene
242,benzoate
243,benzoic acid
244,phenylmethanol
245,"N-[2,4-dihydroxy-6-(hydroxymethyl)-5-[3,4,5-trihydroxy-6-(hydroxymethyl)oxan-2-yl]oxyoxan-3-yl]acetamide"
246,"(10,13-dimethyl-17-oxo-1,2,3,4,5,6,7,8,9,11,12,14,15,16-tetradecahydrocyclopenta[a]phenanthren-3-yl) hydrogen sulfate"
247,2-(trimethylazaniumyl)acetate
248,carboxymethyl(trimethyl)azanium
249,trimethyl(2-oxoethyl)azanium
250,3-[2-[[3-(2-carboxyethyl)-5-[(3-ethenyl-4-methyl-5-oxopyrrol-2-ylidene)methyl]-4-methyl-1H-pyrrol-2-yl]methyl]-5-[(4-ethenyl-3-methyl-5-oxopyrrol-2-ylidene)methyl]-4-methyl-1H-pyrrol-3-yl]propanoic acid
251,3-[2-[[3-(2-carboxyethyl)-5-[(3-ethenyl-4-methyl-5-oxopyrrol-2-ylidene)methyl]-4-methyl-1H-pyrrol-2-yl]methylidene]-5-[(4-ethenyl-3-methyl-5-oxopyrrol-2-yl)methylidene]-4-methylpyrrol-3-yl]propanoic acid
252,"2-amino-6-(1,2-dihydroxypropyl)-7,8-dihydro-1H-pteridin-4-one"
253,"5-(2-oxo-1,3,3a,4,6,6a-hexahydrothieno[3,4-d]imidazol-4-yl)pentanoic acid"
254,"3-phenylbenzene-1,2-diol"
255,bis(4-nitrophenyl) hydrogen phosphate
256,[5-hydroxy-2-[[3-hydroxy-5-(3-hydroxytetradecanoylamino)-4-(3-hydroxytetradecanoyloxy)-6-phosphonooxyoxan-2-yl]methoxy]-6-(hydroxymethyl)-3-(3-hydroxytetradecanoylamino)oxan-4-yl] 3-hydroxytetradecanoate
257,[3-hydroxy-2-(hydroxymethyl)-5-(3-hydroxytetradecanoylamino)-6-phosphonooxyoxan-4-yl] 3-hydroxytetradecanoate
258,"3-[[3-amino-5-[carbamimidoyl(methyl)amino]pentanoyl]amino]-6-(4-amino-2-oxopyrimidin-1-yl)-3,6-dihydro-2H-pyran-2-carboxylic acid"
259,bromide
260,bromane
261,butanal
262,"butane-2,3-diol"
263,butan-1-ol
264,butanoic acid
265,"S-[2-[3-[[4-[[[5-(6-aminopurin-9-yl)-4-hydroxy-3-phosphonooxyoxolan-2-yl]methoxy-hydroxyphosphoryl]oxy-hydroxyphosphoryl]oxy-2-hydroxy-3,3-dimethylbutanoyl]amino]propanoylamino]ethyl] butanethioate"
266,phosphono butanoate
267,"6-[[4-[2-[2-[3-acetamido-2-[[[5-(2,4-dioxopyrimidin-1-yl)-3,4-dihydroxyoxolan-2-yl]methoxy-hydroxyphosphoryl]oxy-hydroxyphosphoryl]oxy-5-hydroxy-6-(hydroxymethyl)oxan-4-yl]oxypropanoylamino]propanoylamino]-4-carboxybutanoyl]amino]-2-amino-7-[[1-(1-carboxyethylamino)-1-oxopropan-2-yl]amino]-7-oxoheptanoic acid"
268,"4-[2-[2-[3-acetamido-2-[[[5-(2,4-dioxopyrimidin-1-yl)-3,4-dihydroxyoxolan-2-yl]methoxy-hydroxyphosphoryl]oxy-hydroxyphosphoryl]oxy-5-hydroxy-6-(hydroxymethyl)oxan-4-yl]oxypropanoylamino]propanoylamino]-5-[[6-amino-1-[[1-(1-carboxyethylamino)-1-oxopropan-2-yl]amino]-1-oxohexan-2-yl]amino]-5-oxopentanoic acid"
269,"6-[[4-[2-[2-[3-acetamido-5-hydroxy-2-[hydroxy-[hydroxy(3,7,11,15,19,23,27,31,35,39,43-undecamethyltetratetraconta-2,6,10,14,18,22,26,30,34,38,42-undecaenoxy)phosphoryl]oxyphosphoryl]oxy-6-(hydroxymethyl)oxan-4-yl]oxypropanoylamino]propanoylamino]-4-carboxybutanoyl]amino]-2-amino-7-[[1-(1-carboxyethylamino)-1-oxopropan-2-yl]amino]-7-oxoheptanoic acid"
270,"6-[[4-[2-[2-[3-acetamido-5-[3-acetamido-4,5-dihydroxy-6-(hydroxymethyl)oxan-2-yl]oxy-2-[hydroxy-[hydroxy(3,7,11,15,19,23,27,31,35,39,43-undecamethyltetratetraconta-2,6,10,14,18,22,26,30,34,38,42-undecaenoxy)phosphoryl]oxyphosphoryl]oxy-6-(hydroxymethyl)oxan-4-yl]oxypropanoylamino]propanoylamino]-4-carboxybutanoyl]amino]-2-amino-7-[[1-(1-carboxyethylamino)-1-oxopropan-2-yl]amino]-7-oxoheptanoic acid"
271,calcium(2+)
272,calcium dihydride
273,"pentane-1,5-diamine"
274,"6-(6-aminopurin-9-yl)-2-hydroxy-2-oxo-4a,6,7,7a-tetrahydro-4H-furo[3,2-d][1,3,2]dioxaphosphinin-7-ol"
275,2-amino-4-(diaminomethylideneamino)oxybutanoic acid
276,carbamate
277,carbamic acid
278,phosphono carbamate
279,2-(carbamoylamino)butanedioic acid
280,
281,carbon monoxide
282,"3-(5,6-dihydroxycyclohexa-1,3-dien-1-yl)propanoic acid"
283,formate
284,formic acid
285,2-aminooxyacetate
286,2-aminooxyacetic acid
287,"2-[(3,4-dihydroxy-2-oxo-5-phosphonooxypentyl)amino]benzoic acid"
288,3-hydroxy-4-(trimethylazaniumyl)butanoate
289,"benzene-1,2-diol"
290,"[5-(4-amino-2-oxopyrimidin-1-yl)-3,4-dihydroxyoxolan-2-yl]methyl phosphono hydrogen phosphate"
291,"2-[[[5-(4-amino-2-oxopyrimidin-1-yl)-3,4-dihydroxyoxolan-2-yl]methoxy-hydroxyphosphoryl]oxy-hydroxyphosphoryl]oxyethyl-trimethylazanium"
292,"[[5-(4-amino-2-oxopyrimidin-1-yl)-3,4-dihydroxyoxolan-2-yl]methoxy-hydroxyphosphoryl] [3,4,5-trihydroxy-6-(hydroxymethyl)oxan-2-yl] hydrogen phosphate"
