cid,iupac_name
3129,N-(1-hydroxy-3-morpholin-4-yl-1-phenylpropan-2-yl)decanamide
3130,N-(1-hydroxy-3-morpholin-4-yl-1-phenylpropan-2-yl)hexadecanamide
3131,[2-(carboxymethyl)-4-oxohenicosyl]-trimethylazanium
3132,2-[(2-benzyl-3-sulfanylpropanoyl)amino]acetic acid
3133,"2-phenylethyl 3-(3,4-dimethoxyphenyl)prop-2-enoate"
3134,"N,N-dimethyl-7H-purin-6-amine"
3135,3-[[4-(dimethylamino)phenyl]methylidene]-1H-indol-2-one
3136,"2,3-dimethoxynaphthalene-1,4-dione"
3137,"4,7-dibenzyl-5,6-dihydroxy-1,3-bis[[4-(hydroxymethyl)phenyl]methyl]-1,3-diazepan-2-one"
3138,"1,3-bis[(3-aminophenyl)methyl]-4,7-dibenzyl-1,3-diazepane-2,5,6-triol"
3139,"5,7-dimethoxy-3-pyridin-4-ylquinoline"
3140,"6,7-dinitroquinoxaline-2,3-dione"
3141,"4-[2-[[3-(3-hydroxyphenyl)-2-methylpropyl]amino]ethyl]benzene-1,2-diol"
3142,[4-[2-[(2-acetamido-4-methylsulfanylbutanoyl)amino]ethyl]-2-ethoxycarbonyloxyphenyl] ethyl carbonate
3143,"[4-acetyloxy-1,9,12-trihydroxy-15-[2-hydroxy-3-[(2-methylpropan-2-yl)oxycarbonylamino]-3-phenylpropanoyl]oxy-10,14,17,17-tetramethyl-11-oxo-6-oxatetracyclo[11.3.1.03,10.04,7]heptadec-13-en-2-yl] benzoate"
3144,"docosa-4,7,10,13,16,19-hexaenoic acid"
3145,"docosa-7,10,13,16,19-pentaenoic acid"
3146,"docosa-13,16,19-trienoic acid"
3147,"3-ethyl-2-[5-(3-ethyl-1,3-benzoxazol-3-ium-2-yl)penta-2,4-dienylidene]-1,3-benzoxazole"
3148,"(10-oxo-8-azatricyclo[5.3.1.03,8]undecan-5-yl) 1H-indole-3-carboxylate"
3149,dodecyl-dimethyl-(2-phenoxyethyl)azanium
3150,"4-(6-carboxyhepta-2,4-dien-2-yl)-3-(carboxymethyl)pyrrolidine-2-carboxylic acid"
3151,6-chloro-3-[1-[3-(2-oxo-3H-benzimidazol-1-yl)propyl]piperidin-4-yl]-1H-benzimidazol-2-one
3152,"2-[(1-benzylpiperidin-4-yl)methyl]-5,6-dimethoxy-2,3-dihydroinden-1-one"
3153,"6-amino-5,6,7,8-tetrahydronaphthalene-2,3-diol"
3154,"4-(ethylamino)-6-methyl-7,7-dioxo-5,6-dihydro-4H-thieno[2,3-b]thiopyran-2-sulfonamide"
3155,"3-(6H-benzo[c][1]benzothiepin-11-ylidene)-N,N-dimethylpropan-1-amine"
3156,"1-ethyl-4-(2-morpholin-4-ylethyl)-3,3-diphenylpyrrolidin-2-one"
3157,"[4-(4-amino-6,7-dimethoxyquinazolin-2-yl)piperazin-1-yl]-(2,3-dihydro-1,4-benzodioxin-3-yl)methanone"
3158,"3-(6H-benzo[c][1]benzoxepin-11-ylidene)-N,N-dimethylpropan-1-amine"
3159,"1-(3,4-dihydroxy-5-methyloxolan-2-yl)-5-fluoropyrimidine-2,4-dione"
3160,"7-(4-amino-5-hydroxy-6-methyloxan-2-yl)oxy-6,9,11-trihydroxy-9-(2-hydroxyacetyl)-4-methoxy-7,8,10,11a-tetrahydro-5aH-tetracene-5,12-dione"
3161,"2-[amino(hydroxy)methylidene]-4-(dimethylamino)-5,10,11,12a-tetrahydroxy-6-methyl-4a,5,5a,6-tetrahydro-4H-tetracene-1,3,12-trione"
3162,"N,N-dimethyl-2-(1-phenyl-1-pyridin-2-ylethoxy)ethanamine"
3163,"2-[6-[[2-(3,5-dimethoxyphenyl)-2-(2-methylphenyl)ethyl]amino]purin-9-yl]-5-(hydroxymethyl)oxolane-3,4-diol"
3164,"4-(4-piperidin-1-ylbutoxy)-3,4-dihydro-2H-isoquinolin-1-one"
3165,"2-(5,6-dichlorobenzimidazol-1-yl)-5-(hydroxymethyl)oxolane-3,4-diol"
3166,2-(diethylamino)ethyl 2-cyclohexyl-2-phenylacetate
3167,"17-hydroxy-2,10,13-trimethyl-1,2,4,5,6,7,8,9,11,12,14,15,16,17-tetradecahydrocyclopenta[a]phenanthren-3-one"
3168,"3-[1-[4-(4-fluorophenyl)-4-oxobutyl]-3,6-dihydro-2H-pyridin-4-yl]-1H-benzimidazol-2-one"
3169,"3-(4-phenylpiperazin-1-yl)propane-1,2-diol"
3170,"(2,10,13-trimethyl-3-oxo-1,2,4,5,6,7,8,9,11,12,14,15,16,17-tetradecahydrocyclopenta[a]phenanthren-17-yl) propanoate"
3171,"2-amino-3-(3,4-dihydroxyphenyl)-3-hydroxypropanoic acid"
3172,N-[(2-bromophenyl)methyl]-2-chloro-N-ethylethanamine
3173,disodium;2-[methyl(sulfidocarbothioyl)amino]acetate
3174,2-[dithiocarboxy(methyl)amino]acetic acid
3175,"methyl 4-hydroxy-2,8-dimethyl-1-oxo-6-(5,6,7-trimethoxy-1H-indole-2-carbonyl)-7,8-dihydro-3H-pyrrolo[3,2-e]indole-2-carboxylate"
3176,"methyl 4-hydroxy-8-methyl-6-(5,6,7-trimethoxy-1H-indole-2-carbonyl)-7,8-dihydro-3H-pyrrolo[3,2-e]indole-2-carboxylate"
3177,5-bromo-2-(4-fluorophenyl)-3-(4-methylsulfonylphenyl)thiophene
3178,[amino-[7-[2-[4-[1-(1-aminoethyl)pyrrol-3-yl]oxyphenyl]-2-carboxyethyl]naphthalen-2-yl]methylidene]azanium
3179,2-[4-[1-(1-aminoethyl)pyrrol-3-yl]oxyphenyl]-3-(7-carbamimidoylnaphthalen-2-yl)propanoic acid
3180,1-(4-butoxyphenyl)-3-piperidin-1-ylpropan-1-one
3181,"17-acetyl-10,13-dimethyl-1,2,8,9,11,12,14,15,16,17-decahydrocyclopenta[a]phenanthren-3-one"
3182,"7-(2,3-dihydroxypropyl)-1,3-dimethylpurine-2,6-dione"
3183,"5-(2-bromoethenyl)-1-[4-hydroxy-5-(hydroxymethyl)oxolan-2-yl]pyrimidine-2,4-dione"
3184,N-[4-[1-[2-(6-methylpyridin-1-ium-2-yl)ethyl]piperidin-1-ium-4-carbonyl]phenyl]methanesulfonamide
3185,N-[4-[1-[2-(6-methylpyridin-2-yl)ethyl]piperidine-4-carbonyl]phenyl]methanesulfonamide
3186,4-[[2-[(3-carboxy-2-hydroxypropanoyl)amino]-4-methylpentanoyl]amino]butyl-(diaminomethylidene)azanium
3187,4-[[1-[4-(diaminomethylideneamino)butylamino]-4-methyl-1-oxopentan-2-yl]amino]-3-hydroxy-4-oxobutanoic acid
3188,3-[[4-methyl-1-(3-methylbutylamino)-1-oxopentan-2-yl]carbamoyl]oxirane-2-carboxylic acid
3189,ethyl 3-[[4-methyl-1-(3-methylbutylamino)-1-oxopentan-2-yl]carbamoyl]oxirane-2-carboxylate
3190,"(20,21,25-trimethoxy-15,30-dimethyl-7,23-dioxa-15,30-diazaheptacyclo[22.6.2.23,6.18,12.114,18.027,31.022,33]hexatriaconta-3(36),4,6(35),8,10,12(34),18,20,22(33),24,26,31-dodecaen-9-yl) 4-nitrobenzoate"
3191,4-(4-benzhydryloxypiperidin-1-yl)-1-(4-tert-butylphenyl)butan-1-one
3192,"4-(9-hydroxy-4,6,8,10-tetramethyl-7-oxododec-4-en-2-yl)-3-methyloxetan-2-one"
3193,"3-ethyl-4-(9-hydroxy-4,6,8,10-tetramethyl-7-oxododec-4-en-2-yl)oxetan-2-one"
3194,"2-phenyl-1,2-benzoselenazol-3-one"
3195,"15-ethyl-1,11-diazapentacyclo[9.6.2.02,7.08,18.015,19]nonadeca-2,4,6,8(18)-tetraen-17-one"
3196,"2,4a-dimethyl-7-propan-2-yl-6-sulfo-1,3,4,9,10,10a-hexahydrophenanthrene-2-carboxylic acid"
3197,"N-[2,4,12,15,17,25-hexamethyl-27-methylsulfanyl-3,6,10,13,16,19,23,26-octaoxo-11,24-di(propan-2-yl)-20-(quinoxaline-2-carbonylamino)-9,22-dioxa-28-thia-2,5,12,15,18,25-hexazabicyclo[12.12.3]nonacosan-7-yl]quinoxaline-2-carboxamide"
3198,"1-[2-[(4-chlorophenyl)methoxy]-2-(2,4-dichlorophenyl)ethyl]imidazole"
3199,"(5,6',12-trihydroxy-6,7'-dimethoxy-7,21,30-trimethyl-27-oxospiro[17,19,28-trioxa-24-thia-13,30-diazaheptacyclo[12.9.6.13,11.02,13.04,9.015,23.016,20]triaconta-4(9),5,7,15,20,22-hexaene-26,1'-3,4-dihydro-2H-isoquinoline]-22-yl) acetate"
3200,"5-methyl-2-phenyl-2,4-dihydropyrrol-3-one"
3201,"5-ethyl-1-[4-hydroxy-3-(hydroxymethyl)oxolan-2-yl]pyrimidine-2,4-dione"
3202,ethyl-(3-hydroxyphenyl)-dimethylazanium
3203,"6-chloro-4-(2-cyclopropylethynyl)-4-(trifluoromethyl)-1H-3,1-benzoxazin-2-one"
3204,"2-(N-benzylanilino)ethyl 5-(5,5-dimethyl-2-oxo-1,3,2lambda5-dioxaphosphinan-2-yl)-2,4-dimethyl-6-(3-nitrophenyl)cyclohexa-1,4-diene-1-carboxylate"
3205,N-[2-[2-[2-[(2-amino-3-phenylpropanoyl)amino]ethoxy]ethoxy]ethyl]-4-sulfamoylbenzamide
3206,3-(6-aminopurin-9-yl)nonan-2-ol
3207,"icosa-5,8-dienoic acid"
3208,"icosa-11,14-dienoic acid"
3209,"icosa-5,8,11,14,17-pentaenoic acid"
3210,"icosa-11,14,17-trienoic acid"
3211,"2-[[2-[[5-amino-1,5-dioxo-1-(1-oxopropan-2-ylamino)pentan-2-yl]amino]-1-(2-amino-1,4,5,6-tetrahydropyrimidin-6-yl)-2-oxoethyl]carbamoylamino]-4-methylpentanoic acid"
3212,"7,10,13,14-tetrahydroxy-2,9-dioxatetracyclo[6.6.2.04,16.011,15]hexadeca-1(14),4,7,10,12,15-hexaene-3,6-dione"
3213,"5,11-dimethyl-6H-pyrido[4,3-b]carbazole"
3214,"[3-[5-[3,4-dihydroxy-5-(hydroxymethyl)oxolan-2-yl]oxy-3-hydroxy-6-methyl-4-[3,4,5-trihydroxy-6-(hydroxymethyl)oxan-2-yl]oxyoxan-2-yl]oxy-4,5-dihydroxy-6-(hydroxymethyl)oxan-2-yl] 10-[3-acetamido-6-[[4,5-dihydroxy-6-methyl-3-(3,4,5-trihydroxyoxan-2-yl)oxyoxan-2-yl]oxymethyl]-4,5-dihydroxyoxan-2-yl]oxy-3-[6-[3,4-dihydroxy-5-(6-hydroxy-2,6-dimethylocta-2,7-dienoyl)oxy-6-methyloxan-2-yl]oxy-2-(hydroxymethyl)-6-methylocta-2,7-dienoyl]oxy-5-hydroxy-2,2,6a,6b,9,9,12a-heptamethyl-1,3,4,5,6,6a,7,8,8a,10,11,12,13,14b-tetradecahydropicene-4a-carboxylate"
3215,"[3-[5-[3,4-dihydroxy-5-(hydroxymethyl)oxolan-2-yl]oxy-3-hydroxy-6-methyl-4-[3,4,5-trihydroxy-6-(hydroxymethyl)oxan-2-yl]oxyoxan-2-yl]oxy-4,5-dihydroxy-6-(hydroxymethyl)oxan-2-yl] 3-[6-[3,4-dihydroxy-5-(6-hydroxy-2,6-dimethylocta-2,7-dienoyl)oxy-6-methyloxan-2-yl]oxy-2-(hydroxymethyl)-6-methylocta-2,7-dienoyl]oxy-10-[6-[[4,5-dihydroxy-6-methyl-3-(3,4,5-trihydroxyoxan-2-yl)oxyoxan-2-yl]oxymethyl]-3,4,5-trihydroxyoxan-2-yl]oxy-5-hydroxy-2,2,6a,6b,9,9,12a-heptamethyl-1,3,4,5,6,6a,7,8,8a,10,11,12,13,14b-tetradecahydropicene-4a-carboxylate"
